player_id,full_name,team_id,position,start_cost,end_cost,now_cost,total_points,season_name,minutes,bonus,bonus_points,goals_scored,assists,selected_by,goals_conceded,clean_sheets,yellow_cards,red_cards,penalties_missed,saves,penalties_saved,avg_cost,roi
66797,Simon Mignolet,14,Goalkeeper,50.0,48.0,47,110.0,2016/17,2520.0,7.0,506.0,0.0,0.0,0.1,30.0,9.0,0.0,0.0,0.0,52.0,2.0,49.0,2.2448979591836733
66797,Simon Mignolet,14,Goalkeeper,50.0,47.0,47,67.0,2017/18,1710.0,0.0,329.0,0.0,0.0,0.1,24.0,7.0,3.0,0.0,0.0,36.0,1.0,48.5,1.3814432989690721
104542,Loris Karius,14,Goalkeeper,50.0,43.0,49,32.0,2016/17,900.0,0.0,153.0,0.0,0.0,0.1,12.0,3.0,0.0,0.0,0.0,20.0,0.0,46.5,0.6881720430107527
104542,Loris Karius,14,Goalkeeper,50.0,49.0,49,88.0,2017/18,1710.0,5.0,382.0,0.0,0.0,0.1,14.0,10.0,1.0,0.0,0.0,31.0,1.0,49.5,1.7777777777777777
121160,Ederson Santana de Moraes,43,Goalkeeper,55.0,57.0,57,158.0,2017/18,3195.0,10.0,666.0,0.0,0.0,22.9,26.0,16.0,1.0,0.0,0.0,58.0,2.0,56.0,2.8214285714285716
33148,Claudio Bravo,43,Goalkeeper,55.0,50.0,48,73.0,2016/17,1968.0,3.0,366.0,0.0,0.0,0.1,26.0,6.0,0.0,0.0,0.0,33.0,1.0,52.5,1.3904761904761904
33148,Claudio Bravo,43,Goalkeeper,50.0,45.0,48,10.0,2017/18,224.0,1.0,42.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,4.0,0.0,47.5,0.21052631578947367
51940,David de Gea,1,Goalkeeper,65.0,62.0,57,134.0,2011/12,2610.0,1.0,0.0,0.0,0.0,16.2,29.0,13.0,0.0,0.0,0.0,111.0,1.0,63.5,2.1102362204724407
51940,David de Gea,1,Goalkeeper,60.0,58.0,57,114.0,2012/13,2520.0,1.0,0.0,0.0,0.0,16.2,26.0,11.0,0.0,0.0,0.0,89.0,0.0,59.0,1.9322033898305084
51940,David de Gea,1,Goalkeeper,60.0,59.0,57,128.0,2013/14,3330.0,0.0,158.0,0.0,0.0,16.2,43.0,12.0,1.0,0.0,0.0,99.0,0.0,59.5,2.1512605042016806
51940,David de Gea,1,Goalkeeper,55.0,58.0,57,138.0,2014/15,3313.0,3.0,558.0,0.0,0.0,16.2,36.0,11.0,0.0,0.0,0.0,93.0,1.0,56.5,2.4424778761061945
51940,David de Gea,1,Goalkeeper,55.0,59.0,57,142.0,2015/16,3060.0,8.0,613.0,0.0,0.0,16.2,33.0,15.0,0.0,0.0,0.0,82.0,0.0,57.0,2.491228070175439
51940,David de Gea,1,Goalkeeper,55.0,55.0,57,136.0,2016/17,3150.0,5.0,575.0,0.0,0.0,16.2,29.0,14.0,2.0,0.0,0.0,74.0,0.0,55.0,2.4727272727272727
51940,David de Gea,1,Goalkeeper,55.0,59.0,57,172.0,2017/18,3330.0,10.0,757.0,0.0,0.0,16.2,28.0,18.0,0.0,0.0,0.0,115.0,0.0,57.0,3.017543859649123
42899,Sergio Romero,1,Goalkeeper,50.0,43.0,49,21.0,2015/16,360.0,1.0,84.0,0.0,0.0,0.1,2.0,3.0,0.0,0.0,0.0,7.0,0.0,46.5,0.45161290322580644
42899,Sergio Romero,1,Goalkeeper,50.0,47.0,49,23.0,2016/17,180.0,3.0,80.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.0,10.0,1.0,48.5,0.4742268041237113
42899,Sergio Romero,1,Goalkeeper,50.0,47.0,49,7.0,2017/18,90.0,0.0,26.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,3.0,0.0,48.5,0.14432989690721648
19838,Robert Elliot,4,Goalkeeper,35.0,35.0,43,0.0,2006/07,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
19838,Robert Elliot,4,Goalkeeper,45.0,45.0,43,0.0,2011/12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
19838,Robert Elliot,4,Goalkeeper,40.0,40.0,43,20.0,2012/13,834.0,0.0,0.0,0.0,1.0,0.1,20.0,1.0,0.0,1.0,0.0,26.0,0.0,40.0,0.5
19838,Robert Elliot,4,Goalkeeper,45.0,43.0,43,2.0,2013/14,180.0,0.0,8.0,0.0,0.0,0.1,8.0,0.0,0.0,0.0,0.0,7.0,0.0,44.0,0.045454545454545456
19838,Robert Elliot,4,Goalkeeper,40.0,40.0,43,5.0,2014/15,225.0,0.0,28.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.125
19838,Robert Elliot,4,Goalkeeper,40.0,40.0,43,66.0,2015/16,1890.0,6.0,348.0,0.0,0.0,0.1,37.0,4.0,1.0,0.0,0.0,59.0,0.0,40.0,1.65
19838,Robert Elliot,4,Goalkeeper,40.0,40.0,43,57.0,2017/18,1440.0,4.0,280.0,0.0,0.0,0.1,21.0,3.0,0.0,0.0,0.0,44.0,1.0,40.0,1.425
59735,Karl Darlow,4,Goalkeeper,40.0,39.0,44,41.0,2015/16,810.0,3.0,179.0,0.0,0.0,0.1,11.0,3.0,0.0,0.0,0.0,23.0,1.0,39.5,1.0379746835443038
59735,Karl Darlow,4,Goalkeeper,45.0,43.0,44,33.0,2017/18,900.0,2.0,172.0,0.0,0.0,0.1,15.0,2.0,0.0,0.0,0.0,35.0,0.0,44.0,0.75
67089,Martin Dubravka,4,Goalkeeper,45.0,45.0,50,53.0,2017/18,1080.0,5.0,215.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,26.0,1.0,45.0,1.1777777777777778
58376,Alex McCarthy,20,Goalkeeper,40.0,40.0,43,48.0,2012/13,1170.0,1.0,0.0,0.0,0.0,2.0,23.0,2.0,0.0,0.0,0.0,74.0,0.0,40.0,1.2
58376,Alex McCarthy,20,Goalkeeper,40.0,40.0,43,4.0,2014/15,237.0,0.0,31.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.1
58376,Alex McCarthy,20,Goalkeeper,40.0,38.0,43,20.0,2015/16,630.0,0.0,121.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,32.0,0.0,39.0,0.5128205128205128
58376,Alex McCarthy,20,Goalkeeper,45.0,43.0,43,0.0,2016/17,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
58376,Alex McCarthy,20,Goalkeeper,45.0,44.0,43,52.0,2017/18,1620.0,3.0,278.0,0.0,0.0,2.0,26.0,4.0,2.0,0.0,0.0,42.0,0.0,44.5,1.1685393258426966
40383,Fraser Forster,20,Goalkeeper,40.0,39.0,42,0.0,2007/08,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0
